australian|blue|B11 Rich Blue|#2b3770|1|
australian|blue|B12 Royal Blue|#2c3563|1|
australian|blue|B13 Navy Blue|#28304d|1|
australian|blue|B14 Saphhire|#28426b|1|
australian|blue|B15 Mid Blue|#144b6f|1|
australian|blue|B21 Ultramarine|#2c5098|1|
australian|blue|B22 Homebush Blue|#215097|1|
australian|blue|B23 Bright Blue|#174f90|1|
australian|blue|B24 Harbour Blue|#1c6293|1|
australian|blue|B25 Aqua|#5097ac|1|
australian|blue|B32 Powder Blue|#b7c8db|1|
australian|blue|B33 Mist Blue|#e0e6e2|1|
australian|blue|B34 Paradise Blue|#3499ba|1|
australian|blue|B35 Pale Blue|#cde4e2|1|
australian|blue|B41 Bluebell|#5b94d1|1|
australian|blue|B42 Purple Blue|#5e7899|1|
australian|blue|B43 Grey Blue|#627c8d|1|
australian|blue|B44 Light Grey Blue|#c0c0c1|1|
australian|blue|B45 Sky Blue|#7db7c7|1|
australian|blue|B51 Periwinkle|#3871ac|1|
australian|blue|B53 Dark Grey Blue|#4f6572|1|
australian|blue|B55 Storm Blue|#3f7c94|1|
australian|blue|B61 Coral Sea|#2b3873|1|
australian|blue|B62 Midnight Blue|#292a34|1|
australian|blue|B64 Charcoal|#363e45|1|
australian|green|G11 Bottle Green|#253a32|1|
australian|green|G12 Holly|#21432d|1|
australian|green|G13 Emerald|#195f35|1|
australian|green|G14 Moss Green|#33572d|1|
australian|green|G15 Rainforest Green|#3d492d|1|
australian|green|G16 Traffic Green|#305442|1|
australian|green|G17 Mint Green|#006b45|1|
australian|green|G21 Jade|#127453|1|
australian|green|G22 Serpentine|#78a681|1|
australian|green|G23 Shamrock|#336634|1|
australian|green|G24 Fern Tree|#477036|1|
australian|green|G25 Olive|#595b2a|1|
australian|green|G26 Apple Green|#4e9843|1|
australian|green|G27 Homebush Green|#017f4d|1|
australian|green|G31 Vertigris|#468a65|1|
australian|green|G32 Opaline|#afcbb8|1|
australian|green|G33 Lettuce|#7b9954|1|
australian|green|G34 Avocado|#757c4c|1|
australian|green|G35 Lime Green|#89922e|1|
australian|green|G36 Kikuyu|#95b43b|1|
australian|green|G37 Beanstalk|#45a56a|1|
australian|green|G41 Lawn Green|#0d875d|1|
australian|green|G42 Glacier|#d5e1d2|1|
australian|green|G43 Surf Green|#c8c8a7|1|
australian|green|G44 Palm Green|#99b179|1|
australian|green|G45 Chartreuse|#c7c98d|1|
australian|green|G46 Citronella|#bfc83e|1|
australian|green|G47 Crystal Green|#adcca8|1|
australian|green|G51 Spruce|#05674f|1|
australian|green|G52 Eucalyptus|#66755b|1|
australian|green|G53 Banksia|#929479|1|
australian|green|G54 Mist Green|#7a836d|1|
australian|green|G55 Lichen |#a7a98c|1|
australian|green|G56 Sage Green|#677249|1|
australian|green|G61 Dark Green|#283533|1|
australian|green|G62 Rivergum|#617061|1|
australian|green|G63 Deep Bronze Green|#333334|1|
australian|green|G64 Slate|#5e6153|1|
australian|green|G65 Ti-Tree|#5d5f4e|1|
australian|green|G66 Environment Green|#484c3f|1|
australian|green|G67 Zucchini|#2e443a|1|
australian|grue|T11 Tropical Blue|#006698|1|
australian|grue|T12 Diamantia|#006c74|1|
australian|grue|T14 Malachite|#105154|1|
australian|grue|T15 Turquoise|#098587|1|
australian|grue|T22 Oriental Blue|#358792|1|
australian|grue|T24 Blue Jade|#427f7e|1|
australian|grue|T32 Huon Green|#72b3b1|1|
australian|grue|T33 Smoke Blue|#9eb6b2|1|
australian|grue|T35 Green Ice|#78aea2|1|
australian|grue|T44 Blue Gum|#6a8a88|1|
australian|grue|T45 Cootamundra|#759e91|1|
australian|grue|T51 Mountain Blue|#295668|1|
australian|grue|T53 Peacock Blue|#245764|1|
australian|grue|T63 Teal|#183f4e|1|
australian|neutral|N11 Pearl Grey|#d8d3c7|1|
australian|neutral|N12 Pastel Grey|#cccccc|1|
australian|neutral|N14 White|#ffffff|1|
australian|neutral|N15 Homebush Grey|#a29b93|1|
australian|neutral|N22 Cloud Grey|#c4c1b9|1|
australian|neutral|N23 Neutral Grey|#cccccc|1|
australian|neutral|N24 Silver Grey|#bdc7c5|1|
australian|neutral|N25 Birch Grey|#aba498|1|
australian|neutral|N32 Green Grey|#8e9282|1|
australian|neutral|N33 Lightbox Grey|#acadad|1|
australian|neutral|N35 Light Grey|#a6a7a1|1|
australian|neutral|N41 Oyster|#998f78|1|
australian|neutral|N42 Storm Grey|#858f88|1|
australian|neutral|N43 Pipeline Grey|#999999|1|
australian|neutral|N44 Bridge Grey|#767779|1|
australian|neutral|N45 Koala Grey|#928f88|1|
australian|neutral|N52 Mid Grey|#727a77|1|
australian|neutral|N53 Blue Grey|#7c8588|1|
australian|neutral|N54 Basalt|#585c63|1|
australian|neutral|N55 Lead Grey|#5e5c58|1|
australian|neutral|N61 Black|#2a2a2c|1|
australian|neutral|N63 Pewter|#596064|1|
australian|neutral|N64 Dark Grey|#4b5259|1|
australian|neutral|N65 Graphite Grey|#45474a|1|
australian|purple|P11 Magenta|#7b2b48|1|
australian|purple|P12 Purple|#85467b|1|
australian|purple|P13 Violet|#5d3a61|1|
australian|purple|P14 Blueberry|#4c4176|1|
australian|purple|P21 Sunset Pink|#e3bbbd|1|
australian|purple|P22 Cyclamen|#83597d|1|
australian|purple|P23 Lilac|#a69fb1|1|
australian|purple|P24 Jackaranda|#795f91|1|
australian|purple|P31 Dusty Pink|#dbbebc|1|
australian|purple|P33 Ribbon Pink|#d1bcc9|1|
australian|purple|P41 Erica Pink|#c55a83|1|
australian|purple|P42 Mulberry|#a06574|1|
australian|purple|P43 Wisteria|#756d91|1|
australian|purple|P52 Plum|#6e3d4b|1|
australian|red|R11 International Orange|#ce482a|1|
australian|red|R12 Scarlet|#cd392a|1|
australian|red|R13 Signal Red|#ba312b|1|
australian|red|R14 Waratah|#aa2429|1|
australian|red|R15 Crimson|#9e2429|1|
australian|red|R21 Tangerine|#e96957|1|
australian|red|R22 Homebush Red|#d83a2d|1|
australian|red|R23 Lollipop|#cc5058|1|
australian|red|R24 Strawberry|#b4292a|1|
australian|red|R25 Rose Pink|#e8919c|1|
australian|red|R32 Apple Blossom|#f2e1d8|1|
australian|red|R33 Ghost Gum|#e8dad4|1|
australian|red|R34 Mushroom|#d7c0b6|1|
australian|red|R35 Deep Rose|#cd6d71|1|
australian|red|R41 Shell Pink|#f9d9bb|1|
australian|red|R42 Salmon Pink|#d99679|1|
australian|red|R43 Red Dust|#d0674f|1|
australian|red|R44 Possum|#a18881|1|
australian|red|R45 Ruby|#8f3e5c|1|
australian|red|R51 Burnt Pink|#e19b8e|1|
australian|red|R52 Terracotta|#a04c36|1|
australian|red|R53 Red Gum|#8d4338|1|
australian|red|R54 Raspberry|#852f31|1|
australian|red|R55 Claret|#67292d|1|
australian|red|R62 Venetian Red|#77372b|1|
australian|red|R63 Red Oxide|#663334|1|
australian|red|R64 Deep Indian Red|#542e2b|1|
australian|red|R65 Maroon|#3f2b3c|1|
australian|yellow|Y11 Canary|#e7bd11|1|
australian|yellow|Y12 Wattle|#e8af01|1|
australian|yellow|Y13 Vivid Yellow|#fcae01|1|
australian|yellow|Y14 Golden Yellow|#f5a601|1|
australian|yellow|Y15 Sunflower|#ffa709|1|
australian|yellow|Y16 Inca Gold|#df8c19|1|
australian|yellow|Y21 Primrose|#f5cf5b|1|
australian|yellow|Y22 Custard|#efd25c|1|
australian|yellow|Y23 Buttercup|#e0cd41|1|
australian|yellow|Y24 Straw|#e3c882|1|
australian|yellow|Y25 Deep Cream|#f3c968|1|
australian|yellow|Y26 Homebush Gold|#fcc51a|1|
australian|yellow|Y31 Lily Green|#e3e3cd|1|
australian|yellow|Y32 Flummery|#e6df9e|1|
australian|yellow|Y33 Pale Primrose|#f5f3ce|1|
australian|yellow|Y34 Cream|#efe3be|1|
australian|yellow|Y35 Off White|#f1e9d5|1|
australian|yellow|Y41 Olive Yellow|#8e7426|1|
australian|yellow|Y42 Mustard|#c4a32e|1|
australian|yellow|Y43 Parchment|#d4c9a3|1|
australian|yellow|Y44 Sand|#dcc18b|1|
australian|yellow|Y45 Manilla|#e5d0a7|1|
australian|yellow|Y51 Bronze Olive|#695d3e|1|
australian|yellow|Y52 Chamois|#bea873|1|
australian|yellow|Y53 Sandstone|#d5bf8e|1|
australian|yellow|Y54 Oatmeal|#caae82|1|
australian|yellow|Y55 Deep Stone|#bc9969|1|
australian|yellow|Y56 Merino|#c9b79e|1|
australian|yellow|Y61 Black Olive|#47473b|1|
australian|yellow|Y62 Sugar Cane|#bca55c|1|
australian|yellow|Y63 Khaki|#826843|1|
australian|yellow|Y65 Mushroom|#a39281|1|
australian|yellow|Y66 Mudstone|#574e45|1|
australian|yelredw|X11 Butterscotch|#d38f43|1|
australian|yelredw|X12 Pumpkin|#dd7e1a|1|
australian|yelredw|X13 Marigold|#ed7f15|1|
australian|yelredw|X14 Mandarin|#e45427|1|
australian|yelredw|X15 Orange|#e36c2b|1|
australian|yelredw|X21 Pale Ochre|#daa45f|1|
australian|yelredw|X22 Saffron|#f6aa51|1|
australian|yelredw|X23 Apricot|#feb56d|1|
australian|yelredw|X24 Rockmelon|#f6894b|1|
australian|yelredw|X31 Raffia|#ebc695|1|
australian|yelredw|X32 Magnolia|#f1debe|1|
australian|yelredw|X33 Warm White|#f3e7d4|1|
australian|yelredw|X34 Driftwood|#d5c4ae|1|
australian|yelredw|X41 Buff|#c28a44|1|
australian|yelredw|X42 Biscuit|#deba92|1|
australian|yelredw|X43 Beige|#c9aa8c|1|
australian|yelredw|X45 Cinnamon|#ac826d|1|
australian|yelredw|X51 Tan|#8f5f32|1|
australian|yelredw|X52 Coffee|#ad7948|1|
australian|yelredw|X53 Golden Tan|#925629|1|
australian|yelredw|X54 Brown|#68452c|1|
australian|yelredw|X55 Nut Brown|#764832|1|
australian|yelredw|X61 Wombat|#6e5d52|1|
australian|yelredw|X62 Dark Earth|#6e5d52|1|
australian|yelredw|X63 Ironbark|#443b36|1|
australian|yelredw|X64 Chocolate|#4a3b31|1|
australian|yelredw|X65 Dark Brown|#4f372d|1|
