BS4800||Ash grey / Oyster grey / Portland|#DEDED2|1|00-A-01
BS4800||Goose grey / Sea mist / Goosewing|#B5B8B3|1|00-A-05
BS4800||Flint grey / Flint|#788585|1|00-A-09
BS4800||Storm grey / Greyfriar|#385552|1|00-A-13
BS4800||Lupin pink / Candy floss / Pink wafer|#F7D0CF|1|02-C-33
BS4800||Clover pink / Corinth / Fontana|#A97681|1|02-C-37
BS4800||Victoria plum / Aubergine / Plum|#69474F|1|02-C-39
BS4800||Deep plum / Loganberry|#3F4042|1|02-C-40
BS4800||Rosepetal / Pastel pink / Dawn pink|#FDEEE6|1|04-B-15
BS4800||Dusty pink / Tea rose / Tearose|#EAD5CA|1|04-B-17
BS4800||Sable / Sierra|#A5978C|1|04-B-21
BS4800||Orchid pink / Parisian pink / Shell |#FACABC|1|04-C-33
BS4800||Autumn brown / Rosevale|#AC786B|1|04-C-37
BS4800||Brick red / Copperbeech |#704A3F|1|04-C-39
BS4800||Misty red / Tawny|#B05B4B|1|04-D-44
BS4800||Dark cherry / Russet / Monarch|#8B4131|1|04-D-45
BS4800||Rose pink / Petal|#FFECE0|1|04-E-49
BS4800||Salmon red / Lobster / Azalea|#F77D64|1|04-E-51
BS4800||Poppy / Carnival red |#E1553E|1|04-E-53
BS4800||Peach / Cameo|#F7D3AA|1|06-C-33
BS4800||Leather brown / Brownstone |#9F7159|1|06-C-37
BS4800||Saddle brown / Saddle |#634739|1|06-C-39
BS4800||Mid tan / Kalahari / Cinnamon |#CD864A|1|06-D-43
BS4800||Teak / Mace |#8F583D|1|06-D-45
BS4800||Mellow apricot / Apricot|#FFC882|1|06-E-50
BS4800||Mandarin orange / Clementine / Calendula |#FF9B61|1|06-E-51
BS4800||Maori brown / Nectarine|#BC6E3C|1|06-E-56
BS4800||Magnolia|#FFF7E3|1|08-B-15
BS4800||Honey beige / Fawn / Sandstone|#E9DAC3|1|08-B-17
BS4800||Antelope |#A69C8E|1|08-B-21
BS4800||Beaver brown / Beaver|#6A645D|1|08-B-25
BS4800||Bitter chocolate / Vandyke |#3B3C3D|1|08-B-29
BS4800||Honeysuckle cream / Blush stone |#FFF6D6|1|08-C-31
BS4800||Beige|#DBB17A|1|08-C-35
BS4800||Caramel / Bracken|#9D7C4D|1|08-C-37
BS4800||Coffee / Bison|#624F3E|1|08-C-39
BS4800||Golden yellow / Amber / Goldcup|#F8BF2C|1|08-E-51
BS4800||Dawn grey / Sink grey / Flake grey|#D8D6CD|1|10-A-03
BS4800||Nimbus grey / Wood ash / Woodash|#9F9E99|1|10-A-07
BS4800||Charcoal grey / Storm / Rhino|#606667|1|10-A-11
BS4800||Creamy white / Ivory / Gardenia|#FFFCE4|1|10-B-15
BS4800||Oatmeal / Greystone / Hopsack |#E0D6B4|1|10-B-17
BS4800||Lizard grey|#A5A086|1|10-B-21
BS4800||Turtle green / Turtle|#6F6B58|1|10-B-25
BS4800||Vandyke brown / Ironstone|#3A3830|1|10-B-29
BS4800||Ivory / Champagne / Buttermilk|#FFF5D0|1|10-C-31
BS4800||Vanilla / Pollen|#FAE6A8|1|10-C-33
BS4800||Wheat / Golden bronze / Savannah|#CCB66F|1|10-C-35
BS4800||Dark olive / Saluki / Seaweed / Riverbed|#594F31|1|10-C-39
BS4800||Golden maize / Banana / Capricorn|#D0B842|1|10-D-43
BS4800||French mustard / Florida|#988C38|1|10-D-45
BS4800||Pale primrose / Pale lemon / Jonquil|#FEF6B3|1|10-E-49
BS4800||Light grapefruit / Forsythia |#FFEB75|1|10-E-50
BS4800||Sunflower yellow / Canary / Aztec |#F2E428|1|10-E-53
BS4800||Sea foam / Seafoam|#FCFAE0|1|12-B-15
BS4800||Green Mist / Willow|#DDDCB7|1|12-B-17
BS4800||Mineral green / Opaline / Moorland|#A3A789|1|12-B-21
BS4800||Spruce green / Thyme / Chive|#696C5A|1|12-B-25
BS4800||Midnight green / Juniper|#3A3E33|1|12-B-29
BS4800||Green haze / Catkin |#DBDD9F|1|12-C-33
BS4800||Ivy green / Orchard|#49502D|1|12-C-39
BS4800||Greengage / Sapling / Springleaf |#8F9D38|1|12-D-43
BS4800||Dark laurel / Tundra / Sherwood|#626E19|1|12-D-45
BS4800||Pale lime / Citrine|#D2DD49|1|12-E-51
BS4800||Linden green / Linden|#A3BD42|1|12-E-53
BS4800||Glacial green / Alpine|#F1FBE9|1|14-C-31
BS4800||Iceplant green / Braemar|#ACBFAB|1|14-C-35
BS4800||Holly green / Hollybush|#3E5041|1|14-C-39
BS4800||Moss green / Conifer|#32382B|1|14-C-40
BS4800||Bright green / Goblin / Garland|#74B979|1|14-E-51
BS4800||Irish green / Avarice / Verona|#448D60|1|14-E-53
BS4800||Duckegg / Duck egg blue|#C5DDD6|1|16-C-33
BS4800||Reef green / Orion|#648887|1|16-C-37
BS4800||Dark jade / Scarab|#264F52|1|16-D-45
BS4800||Aquamarine / Seafarer / Lido|#4B8E90|1|16-E-53
BS4800||Blue mink / Silver haze / Heron|#D6DFDC|1|18-B-17
BS4800||Squirrel grey / Tideway|#9CA4A5|1|18-B-21
BS4800||Dark admiralty grey / Merlin|#6A6F73|1|18-B-25
BS4800||Raven|#333335|1|18-B-29
BS4800||Ice blue / Spindrift|#FDFFF8|1|18-C-31
BS4800||Corvette blue / Pigeon|#A2B7BE|1|18-C-35
BS4800||Fathom blue / Deep river / Dolphin|#3B5264|1|18-C-39
BS4800||Dresden blue|#5C869D|1|18-D-43
BS4800||Crystal blue / Astral blue / Pinefrost|#E5F9F4|1|18-E-49
BS4800||Ribbon blue / Cirrus|#BDE1E9|1|18-E-50
BS4800||Delphinium Blue / Mermaid / Larkspur|#65A2C3|1|18-E-51
BS4800||Tartan blue / Cobalt blue / Regatta|#2569A1|1|18-E-53
BS4800||Porcelain blue / Pompadour|#CCDCEC|1|20-C-33
BS4800||Larkspur blue / Viking|#7489A6|1|20-C-37
BS4800||Duchess blue / Midnight |#29374B|1|20-C-40
BS4800||Sapphire blue / Maritime / Trafalgar|#3B5780|1|20-D-45
BS4800||Cornflower blue / Corfu / Cornflower|#72A2D9|1|20-E-51
BS4800||Pearl grey / Swansdown|#F8F6EE|1|22-B-15
BS4800||Pale lavender / Haze / Dove|#DBD9DA|1|22-B-17
BS4800||Purple heather / Heather |#847E9F|1|22-C-37
BS4800||Deep purple / Pageant|#524F81|1|22-D-45
BS4800||Pale lilac / Mallow|#E5D1DB|1|24-C-33
BS4800||Regal violet / Regalia|#684A6B|1|24-C-39
BS4800||Black|#000000|1|00-E-53
BS4800||White|#FFFFFF|1|00-E-55
BS4800|extended|Pink|#FEE7D5|1|04 C 31
BS4800|extended|Light orange|#EDA672|1|06 C 35
BS4800|extended|Brown|#4B2C17|1|06 C 40
BS4800|extended|Beige|#EFC289|1|08 C 33
BS4800|extended|Light yellow|#E9EEAC|1|12 C 31
BS4800|extended|Green|#5E6B1B|1|12 C 37
BS4800|extended|Yellow|#FEBB75|1|08 D 41
BS4800|extended|Green|#D4E273|1|12 D 41
BS4800|extended|Powder blue|#97B5D5|1|20 D 41
BS4800|extended|Purple|#AFADD5|1|22 D 41
BS4800|extended|Red|#CF3B21|1|04 E 55
BS4800|extended|Carnival red|#C71C2C|1|04 E 56
BS4800|extended|Purple|#6A2C39|1|04 E 58
BS4800|extended|Orange|#F99E2C|1|08 E 55
BS4800|extended|Cannary yellow|#FFCB05|1|10 E 55
BS4800|extended|Green|#5DA039|1|12 E 55
BS4800|extended|Light green|#C0E1C2|1|14 E 49
BS4800|extended|Green|#9DD29C|1|14 E 50
BS4800|extended|Turquoise|#97D5C8|1|16 E 50
BS4800|extended|Blue|#096EB2|1|20 E 53
BS4800|extended|Blue|#014782|1|20 E 56
BS4800|extended|Purple|#90538F|1|24 E 53
